,country,year,elec,hdi,region,use
1013,Russian Federation,2006,,0.733,,6098.538123103771
1014,Russian Federation,2007,,0.742,,6286.0505362386
1015,Russian Federation,2008,,0.748,,6399.68446645302
1016,Russian Federation,2009,,0.747,,6095.3805748492005
1017,Russian Federation,2010,,0.7509999999999999,,6409.895217726739
1018,Russian Federation,2011,,0.755,,6485.760844708921
1019,Saudi Arabia,1980,88.7544926181843,0.6509999999999999,Middle East & North Africa,1961.17302436945
1020,Saudi Arabia,1990,93.8626860894228,0.693,Middle East & North Africa,3994.8391648953
1021,Saudi Arabia,2000,97.7,0.726,Middle East & North Africa,5637.55736284448
1022,Saudi Arabia,2002,98.4,0.7340000000000001,Middle East & North Africa,6021.46194602943
1023,Saudi Arabia,2004,96.7,0.742,Middle East & North Africa,6326.08790174649
1024,Saudi Arabia,2005,97.4666666666667,0.746,Middle East & North Africa,6590.28194752589
1025,Saudi Arabia,2006,98.2333333333333,0.7509999999999999,Middle East & North Africa,6820.48771393922
1026,Saudi Arabia,2007,99.0,0.755,Middle East & North Africa,6923.85000512225
1027,Saudi Arabia,2008,99.0,0.76,Middle East & North Africa,7188.99246244425
1028,Saudi Arabia,2009,99.0,0.763,Middle East & North Africa,7468.3367307426
1029,Saudi Arabia,2010,99.0,0.7665,Middle East & North Africa,7973.5135790271925
1030,Saudi Arabia,2011,,0.77,Middle East & North Africa,8023.544143675799
1031,Senegal,1980,35.6170675218075,0.317,Sub-Saharan Africa,102.81358770070601
1032,Senegal,1990,33.0178379494894,0.365,Sub-Saharan Africa,103.234454578627
1033,Senegal,2000,30.1,0.399,Sub-Saharan Africa,101.678947055317
1034,Senegal,2002,31.4,0.4122,Sub-Saharan Africa,145.71705825441
1035,Senegal,2004,33.0,0.4254,Sub-Saharan Africa,138.463650416614
1036,Senegal,2005,36.0,0.4320000000000001,Sub-Saharan Africa,157.937782290455
1037,Senegal,2006,39.0,0.436,Sub-Saharan Africa,157.137426803682
1038,Senegal,2007,42.0,0.445,Sub-Saharan Africa,181.158855766642
1039,Senegal,2008,42.0,0.451,Sub-Saharan Africa,158.309309021656
1040,Senegal,2009,42.0,0.453,Sub-Saharan Africa,189.069850434036
1041,Senegal,2010,53.5,0.456,Sub-Saharan Africa,199.12932791761398
1042,Senegal,2011,,0.459,Sub-Saharan Africa,199.685585422351
1043,Serbia,2000,,0.7190000000000001,Europe & Central Asia,4198.71570574319
1044,Serbia,2002,,0.7290000000000001,Europe & Central Asia,4480.34435168736
1045,Serbia,2004,,0.7390000000000001,Europe & Central Asia,4258.25156833764
1046,Serbia,2005,,0.7440000000000001,Europe & Central Asia,3921.90645886198
1047,Serbia,2006,,0.7490000000000001,Europe & Central Asia,4040.44002019006
1048,Serbia,2007,,0.754,Europe & Central Asia,4159.13722524679
1049,Serbia,2008,,0.76,Europe & Central Asia,4291.843157934551
1050,Serbia,2009,,0.7609999999999999,Europe & Central Asia,4224.39766544863
1051,Serbia,2010,,0.7635,Europe & Central Asia,4358.81217362396
1052,Serbia,2011,,0.7659999999999999,Europe & Central Asia,4489.57085049569
1053,Singapore,2000,100.0,0.8009999999999999,East Asia & Pacific,7575.4359543850205
1054,Singapore,2002,100.0,0.8146,East Asia & Pacific,7756.31892144302
1055,Singapore,2004,100.0,0.8282,East Asia & Pacific,8314.32532116821
1056,Singapore,2005,100.0,0.835,East Asia & Pacific,8678.16816784434
1057,Singapore,2006,100.0,0.843,East Asia & Pacific,8720.02208405801
1058,Singapore,2007,100.0,0.85,East Asia & Pacific,8706.57906694396
1059,Singapore,2008,100.0,0.855,East Asia & Pacific,8401.04839529561
1060,Singapore,2009,100.0,0.856,East Asia & Pacific,8114.36744885739
1061,Singapore,2010,100.0,0.861,East Asia & Pacific,8679.99335005275
1062,Singapore,2011,,0.866,East Asia & Pacific,8651.75527539466
1063,Slovenia,2000,100.0,0.805,Europe & Central Asia,5777.99565091695
1064,Slovenia,2002,100.0,0.8222,Europe & Central Asia,6380.95190345595
1065,Slovenia,2004,,0.8394,Europe & Central Asia,6830.70507337963
1066,Slovenia,2005,,0.848,Europe & Central Asia,6917.8604670693
1067,Slovenia,2006,,0.858,Europe & Central Asia,7123.537771293381
1068,Slovenia,2007,,0.868,Europe & Central Asia,7137.8241751489795
1069,Slovenia,2008,,0.875,Europe & Central Asia,6920.244039032
1070,Slovenia,2009,,0.8759999999999999,Europe & Central Asia,6104.421844916988
1071,Slovenia,2010,,0.88,Europe & Central Asia,6510.84188436593
1072,Slovenia,2011,,0.884,Europe & Central Asia,6753.07366418182
1073,South Africa,1980,60.0534936835499,0.564,Sub-Saharan Africa,3376.9290815323493
1074,South Africa,1990,34.678000000000004,0.615,Sub-Saharan Africa,4152.97709496872
1075,South Africa,2000,66.1,0.616,Sub-Saharan Africa,4503.77408395652
1076,South Africa,2002,67.1,0.6092,Sub-Saharan Africa,4444.52496697956
1077,South Africa,2004,70.0,0.6024,Sub-Saharan Africa,4498.97864952087
1078,South Africa,2005,69.892,0.599,Sub-Saharan Africa,4547.651271535329
1079,South Africa,2006,69.78399999999999,0.601,Sub-Saharan Africa,4638.22422318901
1080,South Africa,2007,75.0,0.604,Sub-Saharan Africa,4777.05886007069
1081,South Africa,2008,75.0,0.608,Sub-Saharan Africa,4606.6294879155
1082,South Africa,2009,75.0,0.61,Sub-Saharan Africa,4385.254323365971
1083,South Africa,2010,75.8,0.6145,Sub-Saharan Africa,4510.21653470916
1084,South Africa,2011,,0.619,Sub-Saharan Africa,4543.6284845436
1085,Spain,1980,100.0,0.691,Europe & Central Asia,2644.22297893384
1086,Spain,1990,100.0,0.7490000000000001,Europe & Central Asia,3536.74997212311
1087,Spain,2000,100.0,0.8390000000000001,Europe & Central Asia,5167.80967319354
1088,Spain,2002,100.0,0.8462,Europe & Central Asia,5576.5462645647995
1089,Spain,2004,,0.8534,Europe & Central Asia,5892.3074109379395
1090,Spain,2005,,0.857,Europe & Central Asia,6111.219223444449
1091,Spain,2006,,0.862,Europe & Central Asia,6105.075849287211
1092,Spain,2007,,0.866,Europe & Central Asia,6054.374438095921
1093,Spain,2008,,0.871,Europe & Central Asia,6025.77275684571
1094,Spain,2009,,0.8740000000000001,Europe & Central Asia,5652.59593296768
1095,Spain,2010,,0.8759999999999999,Europe & Central Asia,5706.5630627991395
1096,Spain,2011,,0.878,Europe & Central Asia,5599.37737439498
1097,Sri Lanka,1980,37.6117926128924,0.539,South Asia,94.773453536666
1098,Sri Lanka,1990,49.3130553459558,0.583,South Asia,151.416240996028
1099,Sri Lanka,2000,62.0,0.633,South Asia,294.751265817191
1100,Sri Lanka,2002,65.5,0.6446,South Asia,303.159087689474
1101,Sri Lanka,2004,66.0,0.6562,South Asia,354.625707793166
1102,Sri Lanka,2005,69.5333333333333,0.662,South Asia,400.5212307495
1103,Sri Lanka,2006,73.0666666666667,0.667,South Asia,403.6064593505149
1104,Sri Lanka,2007,76.6,0.6729999999999999,South Asia,420.982728148788
1105,Sri Lanka,2008,76.6,0.6759999999999999,South Asia,427.207047567632
1106,Sri Lanka,2009,76.6,0.68,South Asia,426.150104662067
1107,Sri Lanka,2010,76.6,0.6855,South Asia,461.126706717127
1108,Sri Lanka,2011,,0.691,South Asia,504.20829084218803
1109,Sudan,1980,36.8605756539004,0.264,Sub-Saharan Africa,36.71658919832471
1110,Sudan,1990,38.549777967286786,0.298,Sub-Saharan Africa,49.745849927247704
1111,Sudan,2000,30.0,0.35700000000000004,Sub-Saharan Africa,62.405344106087
1112,Sudan,2002,31.0,0.3674,Sub-Saharan Africa,60.94576248297871
1113,Sudan,2004,30.0,0.3778,Sub-Saharan Africa,64.52656634967279
1114,Sudan,2005,30.466666666666693,0.383,Sub-Saharan Africa,75.8794400915482
1115,Sudan,2006,30.9333333333333,0.39,Sub-Saharan Africa,84.2570358321467
1116,Sudan,2007,31.4,0.395,Sub-Saharan Africa,90.54622291636812
1117,Sudan,2008,33.65,0.399,Sub-Saharan Africa,98.4231778135704
1118,Sudan,2009,35.9,0.403,Sub-Saharan Africa,112.82160557789301
1119,Sudan,2010,35.9,0.4055,Sub-Saharan Africa,131.055268893964
1120,Sudan,2011,,0.408,Sub-Saharan Africa,141.64534413672502
1121,Suriname,2005,,0.659,Latin America & Caribbean,2767.83459532695
1122,Suriname,2006,,0.662,Latin America & Caribbean,2768.15511186638
1123,Suriname,2007,,0.6679999999999999,Latin America & Caribbean,2776.11559627628
1124,Suriname,2008,,0.672,Latin America & Caribbean,3043.78547524207
1125,Suriname,2009,,0.674,Latin America & Caribbean,3040.611272350801
1126,Suriname,2010,,0.677,Latin America & Caribbean,2997.51189405877
1127,Suriname,2011,,0.68,Latin America & Caribbean,3339.04576656026
1128,Sweden,1980,100.0,0.785,Europe & Central Asia,10703.4075199286
1129,Sweden,1990,100.0,0.816,Europe & Central Asia,15836.0337592675
1130,Sweden,2000,100.0,0.894,Europe & Central Asia,15681.615273211799
1131,Sweden,2002,100.0,0.8948,Europe & Central Asia,15709.4296690248
1132,Sweden,2004,,0.8956,Europe & Central Asia,15420.9731416948
1133,Sweden,2005,,0.8959999999999999,Europe & Central Asia,15430.963948235902
1134,Sweden,2006,,0.898,Europe & Central Asia,15262.587267998899
1135,Sweden,2007,,0.899,Europe & Central Asia,15257.9357531603
1136,Sweden,2008,,0.9,Europe & Central Asia,14869.3489776224
1137,Sweden,2009,,0.898,Europe & Central Asia,14143.0110076717
1138,Sweden,2010,,0.901,Europe & Central Asia,14934.326964683602
1139,Sweden,2011,,0.904,Europe & Central Asia,14030.1631469203
1140,Switzerland,1980,100.0,0.81,Europe & Central Asia,5992.333459083511
1141,Switzerland,1990,100.0,0.833,Europe & Central Asia,7445.292016894
1142,Switzerland,2000,100.0,0.873,Europe & Central Asia,7845.63454779552
1143,Switzerland,2002,100.0,0.8798,Europe & Central Asia,8031.4322256362
1144,Switzerland,2004,,0.8866,Europe & Central Asia,8205.82911852766
1145,Switzerland,2005,,0.89,Europe & Central Asia,8305.371101562909
1146,Switzerland,2006,,0.893,Europe & Central Asia,8360.57613549238
1147,Switzerland,2007,,0.893,Europe & Central Asia,8163.295576005509
1148,Switzerland,2008,,0.892,Europe & Central Asia,8305.923041970269
1149,Switzerland,2009,,0.899,Europe & Central Asia,8021.2236036659415
1150,Switzerland,2010,,0.901,Europe & Central Asia,8174.40816244636
1151,Switzerland,2011,,0.903,Europe & Central Asia,7928.190669882891
1152,Syrian Arab Republic,1980,,0.4970000000000001,Middle East & North Africa,356.52005078171305
1153,Syrian Arab Republic,1990,,0.5479999999999999,Middle East & North Africa,688.8062200013161
1154,Syrian Arab Republic,2000,,0.583,Middle East & North Africa,1064.90536016177
1155,Syrian Arab Republic,2002,,0.5982,Middle East & North Africa,1233.32877455224
1156,Syrian Arab Republic,2004,,0.6134,Middle East & North Africa,1399.1973105759805
1157,Syrian Arab Republic,2005,,0.621,Middle East & North Africa,1503.33887941099
1158,Syrian Arab Republic,2006,,0.624,Middle East & North Africa,1549.61859060151
1159,Syrian Arab Republic,2007,,0.628,Middle East & North Africa,1559.58348490786
1160,Syrian Arab Republic,2008,,0.629,Middle East & North Africa,1584.9593044540302
1161,Syrian Arab Republic,2009,,0.63,Middle East & North Africa,1543.0091285463
1162,Syrian Arab Republic,2010,,0.631,Middle East & North Africa,1853.43297349415
1163,Syrian Arab Republic,2011,,0.632,Middle East & North Africa,1690.232545611
1164,Tajikistan,2000,16.5068442181133,0.527,Europe & Central Asia,2161.60824811923
1165,Tajikistan,2002,17.466439224296806,0.5462,Europe & Central Asia,2133.63301698221
1166,Tajikistan,2004,,0.5654,Europe & Central Asia,2143.95067602525
1167,Tajikistan,2005,,0.575,Europe & Central Asia,2129.21290611738
1168,Tajikistan,2006,,0.583,Europe & Central Asia,2113.97464516038
1169,Tajikistan,2007,,0.588,Europe & Central Asia,2047.14930753867
1170,Tajikistan,2008,,0.597,Europe & Central Asia,1920.45449570764
1171,Tajikistan,2009,,0.6,Europe & Central Asia,1883.49269532689
1172,Tajikistan,2010,,0.6035,Europe & Central Asia,1864.9162547781
1173,Tajikistan,2011,,0.607,Europe & Central Asia,1783.7885073201
1174,Thailand,1980,25.179,0.486,East Asia & Pacific,290.511895423821
1175,Thailand,1990,92.388,0.5660000000000001,East Asia & Pacific,709.243535241907
1176,Thailand,2000,82.1,0.626,East Asia & Pacific,1447.9489436302301
1177,Thailand,2002,91.1,0.638,East Asia & Pacific,1617.4634360182401
1178,Thailand,2004,99.0,0.65,East Asia & Pacific,1827.04498250222
1179,Thailand,2005,99.1,0.6559999999999999,East Asia & Pacific,1914.5296166768105
1180,Thailand,2006,99.2,0.6609999999999999,East Asia & Pacific,2004.902029595089
1181,Thailand,2007,99.3,0.67,East Asia & Pacific,2079.8205440043107
1182,Thailand,2008,99.3,0.672,East Asia & Pacific,2104.97257826795
1183,Thailand,2009,99.3,0.6729999999999999,East Asia & Pacific,2100.6740137801503
1184,Thailand,2010,87.7,0.6775,East Asia & Pacific,2307.3315033351
1185,Thailand,2011,,0.682,East Asia & Pacific,2283.35115007183
1186,Togo,1980,15.369637185835302,0.34700000000000003,Sub-Saharan Africa,62.848261142978295
1187,Togo,1990,12.644248411113901,0.368,Sub-Saharan Africa,90.57444797118521
1188,Togo,2000,9.0,0.408,Sub-Saharan Africa,94.3592294090155
1189,Togo,2002,17.0,0.4124,Sub-Saharan Africa,95.21139977514879
1190,Togo,2004,17.0,0.4168,Sub-Saharan Africa,106.06009686701701
1191,Togo,2005,18.0,0.419,Sub-Saharan Africa,108.03643255957701
1192,Togo,2006,19.0,0.425,Sub-Saharan Africa,107.06102581249901
1193,Togo,2007,20.0,0.424,Sub-Saharan Africa,101.044038360052
1194,Togo,2008,20.0,0.426,Sub-Saharan Africa,103.541240248785
1195,Togo,2009,20.0,0.429,Sub-Saharan Africa,122.581696909804
1196,Togo,2010,27.9,0.4320000000000001,Sub-Saharan Africa,122.55972364550699
1197,Togo,2011,,0.435,Sub-Saharan Africa,133.098138392719
1198,Trinidad and Tobago,1980,100.0,0.6729999999999999,Latin America & Caribbean,1875.04376637784
1199,Trinidad and Tobago,1990,99.2275581432427,0.6759999999999999,Latin America & Caribbean,2682.70725918651
1200,Trinidad and Tobago,2000,99.0,0.701,Latin America & Caribbean,3990.5866320079695
1201,Trinidad and Tobago,2002,99.0,0.7118,Latin America & Caribbean,4081.89776943382
1202,Trinidad and Tobago,2004,99.1,0.7226,Latin America & Caribbean,4697.276710821478
1203,Trinidad and Tobago,2005,99.0666666666667,0.728,Latin America & Caribbean,5142.1275099581
1204,Trinidad and Tobago,2006,99.0333333333333,0.741,Latin America & Caribbean,5307.16482599007
1205,Trinidad and Tobago,2007,99.0,0.752,Latin America & Caribbean,5668.85110673205
1206,Trinidad and Tobago,2008,99.0,0.7509999999999999,Latin America & Caribbean,5707.13075844704
1207,Trinidad and Tobago,2009,99.0,0.755,Latin America & Caribbean,5714.20788760444
1208,Trinidad and Tobago,2010,99.0,0.7575,Latin America & Caribbean,6189.29297492659
1209,Trinidad and Tobago,2011,,0.76,Latin America & Caribbean,6389.77875138224
1210,Tunisia,1980,61.5051930237037,0.45,Middle East & North Africa,403.09872526898215
1211,Tunisia,1990,74.85,0.542,Middle East & North Africa,632.348884589284
1212,Tunisia,2000,94.6,0.63,Middle East & North Africa,977.4005002682179
1213,Tunisia,2002,95.0,0.6448,Middle East & North Africa,1066.87471602216
1214,Tunisia,2004,98.9,0.6596,Middle East & North Africa,1035.07815893246
1215,Tunisia,2005,99.1,0.667,Middle East & North Africa,1083.9910429932002
1216,Tunisia,2006,99.3,0.675,Middle East & North Africa,1108.16489697666
1217,Tunisia,2007,99.5,0.6809999999999999,Middle East & North Africa,1151.7673136767999
1218,Tunisia,2008,99.5,0.688,Middle East & North Africa,1189.7377004067098
1219,Tunisia,2009,99.5,0.6920000000000001,Middle East & North Africa,1274.58768119702
1220,Tunisia,2010,99.5,0.695,Middle East & North Africa,1364.3885472565598
1221,Tunisia,2011,,0.698,Middle East & North Africa,1320.6377903681698
1222,Turkey,1980,52.50617284,0.463,Europe & Central Asia,495.543913679488
1223,Turkey,1990,56.122694936026704,0.5579999999999999,Europe & Central Asia,929.699933972778
1224,Turkey,2000,63.2843982265933,0.634,Europe & Central Asia,1652.74826087066
1225,Turkey,2002,65.183961243121,0.6488,Europe & Central Asia,1667.4225927448801
1226,Turkey,2004,,0.6636,Europe & Central Asia,1891.9274464165399
1227,Turkey,2005,,0.6709999999999999,Europe & Central Asia,2013.8901427124301
1228,Turkey,2006,,0.6809999999999999,Europe & Central Asia,2178.86243416829
1229,Turkey,2007,,0.688,Europe & Central Asia,2347.11755477919
1230,Turkey,2008,,0.691,Europe & Central Asia,2421.975049642231
1231,Turkey,2009,,0.69,Europe & Central Asia,2314.11390528221
1232,Turkey,2010,,0.6945,Europe & Central Asia,2491.63126191171
1233,Turkey,2011,,0.6990000000000001,Europe & Central Asia,2696.31480032102
1234,Turkmenistan,2005,,0.654,Europe & Central Asia,2051.67961156268
1235,Turkmenistan,2006,,0.6609999999999999,Europe & Central Asia,2115.54633422763
1236,Turkmenistan,2007,,0.6659999999999999,Europe & Central Asia,2254.35136629627
1237,Turkmenistan,2008,,0.6709999999999999,Europe & Central Asia,2316.56226536045
1238,Turkmenistan,2009,,0.677,Europe & Central Asia,2353.45800177717
1239,Turkmenistan,2010,,0.6815,Europe & Central Asia,2382.05224474712
1240,Turkmenistan,2011,,0.6859999999999999,Europe & Central Asia,2412.0318643324804
1241,Ukraine,1990,0.0,0.7070000000000001,Europe & Central Asia,4787.48169274647
1242,Ukraine,2000,54.2012395242335,0.669,Europe & Central Asia,2778.437089686789
1243,Ukraine,2002,49.621068915044795,0.6862,Europe & Central Asia,2844.8109537887
1244,Ukraine,2004,,0.7034,Europe & Central Asia,3151.1476957573605
1245,Ukraine,2005,,0.7120000000000001,Europe & Central Asia,3246.03573070036
1246,Ukraine,2006,,0.718,Europe & Central Asia,3399.52231086128
1247,Ukraine,2007,,0.725,Europe & Central Asia,3528.9248290934997
1248,Ukraine,2008,,0.7290000000000001,Europe & Central Asia,3534.35715181308
1249,Ukraine,2009,,0.72,Europe & Central Asia,3227.95543424684
1250,Ukraine,2010,,0.7245,Europe & Central Asia,3549.84772414635
1251,Ukraine,2011,,0.7290000000000001,Europe & Central Asia,3662.4433062545295
1252,United Arab Emirates,1980,82.0680618123286,0.629,Middle East & North Africa,5626.52534958326
1253,United Arab Emirates,1990,92.76893740638658,0.69,Middle East & North Africa,8355.66995345597
1254,United Arab Emirates,2000,96.0,0.753,Middle East & North Africa,12232.620426793
1255,United Arab Emirates,2002,97.4,0.7746,Middle East & North Africa,12401.232652986699
1256,United Arab Emirates,2004,91.9,0.7962,Middle East & North Africa,11902.3535377676
1257,United Arab Emirates,2005,94.6,0.807,Middle East & North Africa,12303.1416541582
1258,United Arab Emirates,2006,97.3,0.818,Middle East & North Africa,11823.0869250703
1259,United Arab Emirates,2007,100.0,0.8270000000000001,Middle East & North Africa,11688.3217872998
1260,United Arab Emirates,2008,100.0,0.835,Middle East & North Africa,11613.979012740701
1261,United Arab Emirates,2009,100.0,0.841,Middle East & North Africa,10966.4349323078
1262,United Arab Emirates,2010,100.0,0.8435,Middle East & North Africa,10968.2584898661
1263,United Arab Emirates,2011,,0.846,Middle East & North Africa,10612.4260952035
1264,United Kingdom,1980,100.01475,0.7440000000000001,Europe & Central Asia,4683.93273911511
1265,United Kingdom,1990,99.9565,0.778,Europe & Central Asia,5356.5752100009995
1266,United Kingdom,2000,99.89825,0.833,Europe & Central Asia,6114.52925918564
1267,United Kingdom,2002,99.8866,0.8418,Europe & Central Asia,6142.74983363365
1268,United Kingdom,2004,99.87495,0.8506,Europe & Central Asia,6138.754137188161
1269,United Kingdom,2005,99.869125,0.855,Europe & Central Asia,6270.98405949047
1270,United Kingdom,2006,99.8633,0.853,Europe & Central Asia,6200.5541127704
1271,United Kingdom,2007,99.857475,0.856,Europe & Central Asia,6102.396767722779
1272,United Kingdom,2008,99.85165,0.86,Europe & Central Asia,6015.72686068947
1273,United Kingdom,2009,99.845825,0.86,Europe & Central Asia,5643.1285945674
1274,United Kingdom,2010,99.84,0.8615,Europe & Central Asia,5700.855864442679
1275,United Kingdom,2011,,0.863,Europe & Central Asia,5471.92413249939
1276,United States,1980,99.9528571428571,0.8370000000000001,North America,9862.36549675432
1277,United States,1990,99.964,0.87,North America,11713.3317042099
1278,United States,2000,99.904,0.897,North America,13671.052024006101
1279,United States,2002,99.892,0.899,North America,13296.1822993023
1280,United States,2004,99.88,0.901,North America,13388.5897105591
1281,United States,2005,99.874,0.902,North America,13704.5770481407
1282,United States,2006,99.868,0.904,North America,13583.266959338702
1283,United States,2007,99.862,0.905,North America,13657.4528282523
1284,United States,2008,99.856,0.907,North America,13663.427968182701
1285,United States,2009,99.85,0.906,North America,12913.7146883015
1286,United States,2010,99.844,0.908,North America,13393.991281533
1287,Uruguay,1980,95.436381237704,0.6579999999999999,Latin America & Caribbean,1003.84871550578
1288,Uruguay,1990,97.75414134319,0.6859999999999999,Latin America & Caribbean,1244.37739168852
1289,Uruguay,2000,98.0,0.736,Latin America & Caribbean,2030.2627478551
1290,Uruguay,2002,99.0,0.7408,Latin America & Caribbean,1997.7324174455398
1291,Uruguay,2004,95.4,0.7456,Latin America & Caribbean,1928.9454937522887
1292,Uruguay,2005,96.7666666666667,0.748,Latin America & Caribbean,1999.63194744306
1293,Uruguay,2006,98.1333333333333,0.755,Latin America & Caribbean,2220.9259982534
1294,Uruguay,2007,99.5,0.764,Latin America & Caribbean,2413.36079654081
1295,Uruguay,2008,98.9,0.769,Latin America & Caribbean,2586.22953637672
1296,Uruguay,2009,98.3,0.773,Latin America & Caribbean,2659.72394658546
1297,Uruguay,2010,98.8,0.778,Latin America & Caribbean,2803.15254644138
1298,Uruguay,2011,,0.7829999999999999,Latin America & Caribbean,2808.34493139226
1299,Uzbekistan,2005,,0.611,Europe & Central Asia,1717.20105476363
1300,Uzbekistan,2006,,0.614,Europe & Central Asia,1755.75962926958
1301,Uzbekistan,2007,,0.619,Europe & Central Asia,1664.0613369063599
1302,Uzbekistan,2008,,0.624,Europe & Central Asia,1652.6510101528
1303,Uzbekistan,2009,,0.631,Europe & Central Asia,1643.14988079547
1304,Uzbekistan,2010,,0.636,Europe & Central Asia,1653.46749572865
1305,Uzbekistan,2011,,0.6409999999999999,Europe & Central Asia,1631.5262070799
1306,Vietnam,1990,74.57736964507241,0.435,East Asia & Pacific,94.9426404096608
1307,Vietnam,2000,75.8,0.528,East Asia & Pacific,285.281679911514
1308,Vietnam,2002,79.6,0.5412,East Asia & Pacific,375.613911068135
1309,Vietnam,2004,84.2,0.5544,East Asia & Pacific,481.26562311477204
1310,Vietnam,2005,85.8,0.561,East Asia & Pacific,566.7377027104969
1311,Vietnam,2006,87.4,0.568,East Asia & Pacific,641.591700212952
1312,Vietnam,2007,89.0,0.575,East Asia & Pacific,724.104050327869
1313,Vietnam,2008,93.3,0.58,East Asia & Pacific,798.2557417180949
1314,Vietnam,2009,97.6,0.584,East Asia & Pacific,901.25773069267
1315,Vietnam,2010,97.6,0.5885,East Asia & Pacific,1016.5982401404
1316,Vietnam,2011,,0.593,East Asia & Pacific,1095.8371827994804
1317,Zambia,1980,36.933723191082,0.401,Sub-Saharan Africa,1030.6950144586
1318,Zambia,1990,37.8582854650622,0.394,Sub-Saharan Africa,762.7765064836
1319,Zambia,2000,12.0,0.371,Sub-Saharan Africa,591.0045948138401
1320,Zambia,2002,18.4,0.3802,Sub-Saharan Africa,635.498208743941
1321,Zambia,2004,19.0,0.3894,Sub-Saharan Africa,674.579896291652
1322,Zambia,2005,18.9333333333333,0.394,Sub-Saharan Africa,681.454836794346
1323,Zambia,2006,18.8666666666667,0.398,Sub-Saharan Africa,692.618193675654
1324,Zambia,2007,18.8,0.405,Sub-Saharan Africa,652.523728242726
1325,Zambia,2008,18.8,0.413,Sub-Saharan Africa,579.017019431353
1326,Zambia,2009,18.8,0.419,Sub-Saharan Africa,558.246671457937
1327,Zambia,2010,18.5,0.4245,Sub-Saharan Africa,580.143022041897
1328,Zambia,2011,,0.43,Sub-Saharan Africa,621.041117001931
1329,Zimbabwe,1980,10.4444444444444,0.366,Sub-Saharan Africa,976.386384916498
1330,Zimbabwe,1990,20.5125,0.425,Sub-Saharan Africa,886.565827168961
1331,Zimbabwe,2000,39.7,0.3720000000000001,Sub-Saharan Africa,872.83430850831
1332,Zimbabwe,2002,40.9,0.362,Sub-Saharan Africa,839.964721481698
1333,Zimbabwe,2004,34.0,0.35200000000000004,Sub-Saharan Africa,805.008111517181
1334,Zimbabwe,2005,36.5,0.34700000000000003,Sub-Saharan Africa,832.378157952005
1335,Zimbabwe,2006,39.0,0.348,Sub-Saharan Africa,807.5879590075391
1336,Zimbabwe,2007,41.5,0.35,Sub-Saharan Africa,698.9545089917723
1337,Zimbabwe,2008,41.5,0.338,Sub-Saharan Africa,573.294816693537
1338,Zimbabwe,2009,41.5,0.349,Sub-Saharan Africa,531.041412468786
1339,Zimbabwe,2010,36.9,0.3625,Sub-Saharan Africa,546.842726881697
1340,Zimbabwe,2011,,0.376,Sub-Saharan Africa,570.250931957817
